station,species,stage,egg_number,sampling_time_UTC8,sampling_time_UTC,backtracking_duration_h,estimated_spawning_center_lat,estimated_spawning_center_lon,centroid_displacement_km,active_to_end,stopped_by_land,stopped_by_domain,current_product,current_dataset,current_file,current_temporal_resolution,current_area,current_time_range_UTC,depth_range_used,time_step_s,displayed_point_interval_min,random_seed,boundary_rule,trajectory_display
Station 15,Trachurus japonicus,Stage I,371,2024-03-27 11:00,2024-03-27 03:00,12,24.417230237802787,121.9706805650658,28.306523824869636,0,0,371,GLOBAL_ANALYSISFORECAST_PHY_001_024,cmems_mod_glo_phy_anfc_0.083deg_PT1H-m,CMEMS_YilanBay_20240324_20240328_1hour_depth.nc,hourly,"121.75-122.65E, 24.35-25.25N",2024-03-24 00:00 to 2024-03-28 00:00,0.49-34.43 m,300,20.0,20240602,Particles entering land or leaving valid CMEMS domain were stopped at their last valid ocean position.,Faint lines plus sparse particle positions every 20 minutes.
