station,species,stage,egg_number,sampling_time_UTC8,sampling_time_UTC,backtracking_duration_h,estimated_spawning_center_lat,estimated_spawning_center_lon,centroid_displacement_km,active_to_end,stopped_by_land,stopped_by_domain,current_product,current_dataset,current_file,current_temporal_resolution,current_area,current_time_range_UTC,depth_range_m,time_step_s,displayed_point_interval_min,random_seed,boundary_rule,trajectory_display
Station 9,Trachurus japonicus,Stage I,153,2024-03-25 11:00,2024-03-25 03:00,6,24.520819754815886,121.98740340629159,32.824840978758075,153,0,0,GLOBAL_ANALYSISFORECAST_PHY_001_024,cmems_mod_glo_phy-cur_anfc_0.083deg_PT6H-i,CMEMS_YilanBay_20240324_20240328_6hour_depth.nc,6-hourly,"121.75-122.65E, 24.35-25.25N",2024-03-24 00:00 to 2024-03-28 00:00,0.49-34.43,300,20.0,20240602,Particles entering land or leaving valid CMEMS domain were stopped at their last valid ocean position.,Faint lines plus sparse particle positions every 20 minutes.
